language,text,true_label
Spanish,"No, mi novio no patina bien.",1
English,"Look, a pink insect!",0
Korean,주말에 책을 많이 읽어요.,0
Chinese,"奶奶,我们需要奶油吗?",0
Spanish,Yo voy a mi oficina todos los días.,1
Korean,두부를 튀기고 찌개를 끓일 거예요.,1
Spanish,"Lo siento, no hay pepinos.",0
Chinese,我暖和的日子会和姐姐踢足球。,0
Italian,Ce li vogliono stampare.,1
Italian,una meccanica qui,0
Korean,제 표,0
English,Literature doesn't interest me anymore.,0
Korean,저는 드럼을 가끔 들어요.,0
Spanish,Hay elecciones cada cuatro años.,1
English,I don't drive a lot.,1
English,We don't need any groceries.,0
Spanish,¿Pudiste ver cómo le queda el juguete nuevo?,0
English,"My boyfriend is definitely not an athlete. Until they start a TV watching event, he will never be able to compete in the Olympics!",1
English,"My girlfriend is not a lawyer, she is a student.",1
Spanish,"Hace dos días, encontré mi vestido anaranjado para la boda.",1
Italian,Compriamo un tavolino per il salotto.,1
Chinese,敏俊在手上贴了创可贴。,0
Spanish,Yo soy la que extrañaré su voz.,1
Italian,Ho guardato un film con un attore famoso.,0
Chinese,你和谁一起去上瑜伽课?,0
Italian,Come si cambia un pneumatico?,0
Chinese,总是一个人旅行。,1
English,Max also wants a banana.,0
English,Did you tell the police about the crime?,0
Chinese,宿舍里有餐厅。,1
Chinese,我们坐在这个长椅上好吗?,0
Chinese,是一万一千一百日元。,1
Spanish,La nuestra terminó mal.,0
Spanish,La botella de champán está sucia.,1
English,"Oh, I like your shirt, Mr. Smith!",1
Chinese,家在这里。,0
English,my child,1
Spanish,"En general, María es tímida.",0
Italian,Prendevamo sempre un tè insieme.,1
Chinese,他已经出去了吗?,0
Spanish,¿Eh? ¿Cómo?,0
Korean,잔치에서 떡을 많이 먹었어요.,0
Chinese,哥哥什么时候去学校?,0
Spanish,Me gusta el café fuerte.,1
Chinese,我男朋友是一个认真的人。,1
Spanish,Estoy parado y me duele la espalda.,0
Spanish,Nosotras podemos atender a la mujer.,1
Spanish,¡Mi vestido!,0
Korean,넓은 거실,0
Chinese,"喵先生,再见!",0
Korean,"안나 씨, 저 잡지가 궁금해요?",1
Chinese,我晴天的日子会和哥哥去游泳池。,0
English,I like the red dress.,1
Spanish,Nosotros amamos a nuestros nietos.,1
Chinese,我的孙子们玩得很多。,1
Spanish,"Estás un poco enojado, ¿no?",0
Spanish,Jamás lo vi tan oscuro como aquí.,0
Chinese,我们的宝宝在六个月大的时候就自己吃饭了。,1
English,"for example, an eraser",0
Spanish,Le he escrito una carta al presidente del país.,1
Spanish,Nadie es tan honesto como mi abuela.,0
Italian,Le analisi saranno pronte martedì.,1
English,"No, my husband doesn't speak German.",1
Chinese,鱼比蔬菜健康吗?,0
Chinese,我们公司有了新的职位。,1
Spanish,tu tiempo libre,0
English,I surf and my wife reads.,1
Spanish,Es un evento brasileño.,0
Spanish,¡Ese vino es exquisito!,1
English,Is this test important?,0
Chinese,市中心有很多地铁站。,0
Italian,Si prepara il pranzo da sola.,0
Italian,seguire il rumore,0
Korean,저는 커피콩을 잘 고를 수 있어요.,1
Chinese,在家办公真好。,1
Spanish,la playa,0
Italian,Il mio visto arriverà presto.,1
English,This jersey is not as rare as yours.,0
Italian,Il nostro vicino riceve molta posta.,0
Spanish,¿Eres tú el presidente?,0
Spanish,Mi cita es un poco tímida.,1
Korean,"저기요, 여기가 어디예요?",0
English,Why are we in a toy store?,0
English,There were some cool belts.,0
Spanish,Estudié medicina y trabajé mucho.,1
English,Tom muted himself again.,0
Spanish,Solo trabajo tres días.,1
Chinese,是个很酷的律师!,0
English,Poor Grandpa can't sleep!,0
Korean,비가 와서 길이 미끄러워요.,0
English,Mom is going to give money to my younger sibling.,0
English,I really liked cookies as a child.,1
English,My wife woke up before me yesterday.,1
Spanish,El arma es mía.,1
Spanish,"El héroe valiente volvió sano, no muerto.",1
Spanish,No lo encontraron anoche.,0
English,Who answered your questions?,0
Spanish,¡Chao!,0
Chinese,确认妈妈的地址。,0
Korean,지금 우리는 손자 열한 명을 가지고 있습니다.,1
Chinese,喵小姐不喜欢鼓。,0
Spanish,Aprendo en el estudio de mi tío.,0
Spanish,Ayer aceptamos su excusa otra vez.,1
Spanish,¿Recibiste el anuncio?,1
Italian,Ho venduto libri per beneficenza.,1
English,I knew that strange man was not good!,0
Chinese,你的声音很小。,0
Chinese,我的兔子没有你的狗聪明。,0
Chinese,星期三的课表很短!,0
Italian,Possiamo cambiare la taglia se è sbagliata?,1
Chinese,那个吸尘器特别重!,0
Chinese,唱动漫歌曲吧!,0
Spanish,Me encanta la letra de su nueva canción.,0
Korean,새 핸드폰이에요.,0
Chinese,我们的孩子不喜欢牛奶。,1
Korean,백일 잔치에 와줘서 고마워요!,1
Chinese,我不太抽烟。,1
Spanish,Estuvieron en la comisaría solo una hora.,1
English,Can we watch the baseball game at that bar?,1
English,I've taught math and art.,1
Chinese,我不想离开这个城市。,0
Spanish,"Ay, ¡las luces!",0
Korean,결과가 좋을 거예요.,1
Spanish,El cine está enfrente de este bar.,1
Spanish,Puedes adoptar otro animal la próxima vez.,0
Chinese,我们买一些水吧!,0
Chinese,请把收据分开给我。,1
Spanish,Vamos a actualizar el plan de proyecto.,1
Italian,Vieni alla festa con la manager?,1
Chinese,我该给妻子买什么珠宝呢?,1
Italian,Posso rompere questo piatto rotto?,0
Chinese,那个红色的锅是波拉的。,0
Italian,Hai bevuto un cocktail al bar?,1
Spanish,una maleta de metal,0
Chinese,我的妻子很聪明。,1
Spanish,Estas son mis tarjetas de crédito.,1
Spanish,mil dólares,0
Spanish,No resuelvo todo yo solo.,0
Spanish,Un banco y un museo.,0
Italian,Il fatto è stato che pochi si sono divertiti davvero.,0
English,My girlfriend and I both love dancing.,1
Korean,김치도 썰고 감자도 씻을 거예요.,1
Spanish,Es una reunión informal.,1
Korean,언어 학교에 다녔어요.,0
Korean,여기에서 극장까지 몇 분 걸려요?,0
English,"My wife has a great sense of humor, so I'm always laughing.",1
Spanish,Los perros comen los animales muertos.,1
Italian,Non hai mai parlato del tuo amore.,1
Korean,차랑 케이크,1
Italian,Prendo un caffè senza latte.,1
Italian,Sono fiero di presentare la mia ricerca.,0
Italian,Non posso accettare quel prezzo.,1
Italian,Si è svegliato presto.,0
Spanish,¿El bar es nuevo?,1
English,"Sorry, just a minute.",0
Chinese,"早上好,欢迎!",0
English,I need more work experience.,1
English,Is your aunt short?,0
Italian,Vi siete alzate presto ieri?,0
Spanish,Mis hijos no usan uniforme.,1
Korean,이 갈비탕은 가격이 얼마예요?,0
Chinese,邮局在咖啡馆旁边。,1
Spanish,Mi sobrina juega peor que su hermana.,1
Korean,아기가 컵을 들 수 없어요.,0
Spanish,Necesito dos blusas blancas y un sombrero.,0
Chinese,民俊是我学校的学弟。,1
English,Do you know what gift he is buying for you?,1
Italian,Con chi sei uscita dopo?,1
English,I got a whole bag of chocolate.,0
English,Are these your books?,0
Korean,아기의 코가 형을 닮았어요.,0
Spanish,¡Aquellas maletas son de Juan!,0
Spanish,Necesito buscar un cupón.,0
English,Free coffee is the reason why I go there.,1
English,I'll reply after work.,1
English,Charlie reminds me of my ex-boyfriend.,1
Spanish,mi tarea,0
Spanish,"De niño, odiaba el guiso.",1
Chinese,你为什么想辞职?,1
Chinese,今天我会早点下班。,1
Korean,제 여동생은 과학을 가르칠 거예요.,1
English,How do you like your toast?,0
English,We had a picnic and watched the ducks.,0
Korean,피터는 정말 재미있는 친구예요!,0
Chinese,和宝拉一起游泳。,0
Chinese,"天妇罗,便当",0
Spanish,"Uno de ellos estornudó, así que dije salud.",0
English,"My wife doesn't work on Saturdays, and neither do I. We both have a day off every Saturday.",1
Chinese,八月不热。,0
Korean,작년부터 유학했어요.,1
Chinese,这所学校有很多社团。,1
Chinese,我得到了购物中心的礼品卡!,1
English,"In his dream, he was on a ship with the president.",1
Chinese,我和男朋友一起运动。,1
Italian,Ce li devono mandare oggi.,1
Spanish,¿Trabajas este viernes?,1
Korean,언니가 자꾸 주방을 정리해요.,0
Chinese,我不吃油腻的拉面。,0
Korean,깨끗이 정리하세요.,1
Spanish,¿Cuál de estos vestidos?,0
English,They didn't steal the TV.,0
Korean,민준 씨는 정류장 근처에 있어요?,1
English,I'm late for the bus now.,0
English,Is your coffee really sweet?,1
English,My husband is home with our kids right now.,1
Chinese,"闵俊,你听到了什么消息?",0
Korean,요즘은 아기가 빨리 커요.,1
Italian,Mi sono persa e non trovo il mio hotel.,1
English,Thousands of people attended the protest.,1
Chinese,那个大学的专业真少!,1
Korean,맛이 어때요?,0
Chinese,她的女朋友,1
Chinese,"不,一杯茶。",1
Spanish,"Sabes, tenía muchos problemas.",0
Italian,Deve firmare quarantadue documenti.,1
Spanish,"Ay, mi jefe no es un hombre trabajador.",1
English,"OK, let's watch a movie now!",0
Spanish,La presidenta va a hablar de eso en algunas horas.,1
Spanish,"Cuando tengo tiempo, camino al trabajo.",1
English,my university,1
English,There's a variety of vegetables.,0
Chinese,从这里到车站大概要十分钟。,0
English,"Sorry, I hate interviews!",1
Spanish,Ellos dejaron un ramo en mi habitación.,0
English,This job is too hard!,1
Italian,Possiamo pagare il totale insieme.,1
Chinese,这张小票不对。,1
Korean,저는 회의에 자주 안 가요.,1
Chinese,大学生折扣,1
Chinese,明天听收音机。,0
Korean,제 형은 대학생이 아니에요.,0
Korean,안나 씨는 지각이에요!,1
Korean,민준 씨는 한국어를 정말 잘하네요?,1
Chinese,"我喜欢这个作家,我老婆也喜欢他。",1
Italian,La polizia deve arrestare subito il ladro!,1
Chinese,我家先生也一起去。,1
Italian,concerti per beneficenza,0
Italian,Mio zio fuma una sigaretta dopo cena.,1
Chinese,我们在网上点菜吧!,0
Chinese,我女儿不吃辣的食物。,1
Korean,제 조카도 초대하고 야옹 씨도 올 거예요.,1
Spanish,¿Quién va a la obra de teatro?,0
English,My son loves to hang out with other kids.,1
Korean,더 젊은 사람을 원해요?,1
Spanish,El helado de chocolate es mi sabor preferido.,0
Chinese,昨天没跑步。,0
Chinese,安娜的妹妹联系了我。,0
Spanish,El ron era de Cuba.,1
English,"You've eaten enough food this morning, right?",0
English,three glasses of red wine,1
English,Are you going to ask him how he got your number?,1
English,Do you need more eggs?,0
Korean,보라 씨는 시간이 없어요.,1
English,Max is my student.,1
Chinese,"民俊,你在哪里散步?",0
English,This dress costs twenty dollars.,0
Chinese,看看厨房。,0
English,"He shouted at me, but I couldn't hear him.",0
Chinese,现在我们擦桌子吧!,0
Chinese,"是的,我是公司职员。",1
Korean,엄마가 약국에서 약을 사요.,0
English,My salary problems began a year ago.,1
Chinese,我爸爸五十岁了。,0
English,Math is a hard subject.,0
Chinese,我想邀请我的女朋友。,1
Spanish,¿El horario no está en la pantalla?,0
Chinese,山顶很冷。,0
Italian,Ho visto una volpe vicino alla tenda.,0
Spanish,Mi sobrino canta tan bien como mi hermana.,1
Chinese,"再见,谢谢你们!",0
Italian,Chi sarà il prossimo presidente?,0
Chinese,李经理有秘书吗?,1
Korean,새 경기장은 저기에 있어요?,0
English,Sara is dating someone at work.,1
English,It was a fun adventure!,0
Spanish,simpáticas y graciosas,0
Spanish,¿Vas a comprar mermelada y mantequilla?,0
Italian,Si lavano i denti dopo colazione.,0
Spanish,"Yo estudio en mi tiempo libre, ¿y tú?",0
Spanish,Quiero ver la luna antes de dormir.,0
English,I like soccer.,0
English,"I don't have any wine, what about beer?",1
Chinese,田中老师的课难吗?,0
Korean,맛있는 김치랑 고기,0
Chinese,我们想喝德国啤酒。,1
English,I'm nineteen years old.,1
Chinese,我父母给我们寄礼物。,0
Spanish,El colegio está en este edificio.,0
Chinese,茶还是果汁,1
Spanish,"Pablo, ¿dónde está mi cartera?",0
Chinese,办公室不漂亮。,1
Chinese,"先洗脸,然后化妆。",1
Chinese,戒指不能带到学校去。,1
Chinese,你想参观我们的校园吗?,0
Spanish,Ahora sirvo para enviar proyectos.,1
Spanish,¿Puede traer otra botella de vino blanco?,1
Spanish,"Hola, quiero agua con hielo.",0
Italian,Possiamo perdere il contratto se non miglioriamo.,1
English,I think it was put there by the robber!,0
Italian,uno stipendio alto,1
English,Put the popcorn between them.,0
Chinese,"首先,我们上楼梯吧!",0
Korean,제 여자 친구가 인형을 좋아해요.,1
Spanish,La meditación es buena.,1
Italian,questa trattoria,0
English,I've done a lot of work today!,1
Spanish,¿Tú vas a la oficina en autobús?,0
English,There's always traffic in that area.,0
Spanish,Mi novia es alemana.,1
Chinese,"彼得,我很害羞!",1
Chinese,妈妈在打扫房间吗?,0
Spanish,Necesito el archivo para trabajar.,1
