language,text,true_label
Spanish,¡Tú caminas también!,0
Spanish,Pedí albóndigas sin gluten.,1
Chinese,汉堡包、可乐,0
Chinese,"对不起,请问寿司套餐多少钱?",1
English,Is it one thirty yet?,0
Spanish,carne roja para la cena,1
English,"I'd like a burger, please.",1
Italian,Amo grigliare pesce fresco ogni domenica.,1
Chinese,"那么,我们决定选牛排吧!",1
Italian,La guerra cambiò l'Italia.,0
English,a burger and a bowl of soup,0
Chinese,五月的天气怎么样?,0
Spanish,Comer cordero es parte de mi dieta saludable.,1
English,"The fish is under the sauce, Dad.",1
English,I'll make the sausages before we leave.,1
Italian,Il tuo zaino è su quella sedia.,0
Korean,서울의 버스도 느려요?,0
Korean,저랑 야옹 씨는 서점에서 독서해요.,0
Italian,i gamberi sono freddi,1
Spanish,Los personajes del cuento cambian.,0
Chinese,但是我不是素食者。,1
English,I like this sauce that you put on the meat!,1
English,"I'll order the fish, please.",1
Korean,우리는 생선을 세 마리 샀어요.,1
Chinese,这个火腿很好吃。,1
Chinese,我去餐馆吃参鸡汤。,1
English,I'm shocked that they broke up.,0
Korean,조카가 컵을 쓸 수 없어요.,0
Chinese,我们的图书馆特别高!,0
Spanish,El atún nunca me gustaba.,1
English,She's a friendly person.,0
Korean,삼촌은 돈을 뽑으려고 은행에 갈 거예요.,0
Chinese,今天要买游戏显示器!,0
Spanish,"Las gambas son mías, pero no las quiero.",1
Korean,형은 갈비를 정말 좋아해요!,1
Spanish,¡No hay más pañuelos!,0
Chinese,每天晚上十二点睡觉。,0
Italian,Ricordo che mangiavamo la cotoletta ogni domenica.,1
Italian,"Da bambino, perdevo spesso le partite a calcio.",0
Korean,저는 민준이에요.,0
English,She is my classmate.,0
Korean,"사장님, 이것은 고기예요?",0
Spanish,Todos quieren el bistec.,1
English,Salmon is my favorite fish.,1
English,fresh salmon,0
Spanish,¿Por qué supone que fue una tarde lluviosa?,0
English,Maria cooks the best steak!,1
English,I'm allergic to fish.,1
Spanish,Los huevos hervidos son buenos para la salud.,1
Italian,Non voglio tacchino nel mio pasto.,1
Chinese,你通常买什么样的酸奶?,0
Spanish,Comprábamos pollo en esa carnicería.,1
Italian,Non trovo nessuno dei piatti puliti.,0
Chinese,我每天吃寿司。,1
Italian,Mia sorella amava appendere calze vicino al camino.,0
Chinese,我在北京吃过地道的烤鸭。,1
English,"No, you don't always wash your dishes!",0
English,I would advise you to protest for your rights.,0
Chinese,这香肠太咸了。,1
Chinese,便宜的键盘有点......,0
Chinese,法国的肉好吃吗?,1
Spanish,A Juan le gustan los impuestos justos.,0
Spanish,Lleva carne y perejil.,1
English,We don't have much turkey.,1
Chinese,坐公交车差不多三块。,0
English,Is there any meat in the freezer?,1
Spanish,El chico calvo es guapo.,0
Italian,uova crude,1
Chinese,我不常去游泳池。,0
Spanish,Estoy viudo y a veces me siento solo.,0
Korean,"벌써 네 시 반이에요, 늦었어요!",0
Chinese,民俊会和我一起挂画。,0
Spanish,La carnicería cerraba los domingos.,1
Chinese,她平时不吃汉堡包。,1
Spanish,Nuestro candidato escucha tanto como habla.,0
Spanish,"Entonces, ¿la carne es mala?",1
Spanish,¿Es conveniente firmar ahora?,0
Korean,그 쇼핑몰에 무슨 상품이 안 좋아요?,0
Chinese,现在要烤韩式烤肉吗?,1
Korean,삶은 계란도 있어요!,1
Chinese,我二点吃午饭。,0
English,"The meat in this burger is beef, right?",1
Spanish,Ayer comí un perrito caliente por última vez.,1
Chinese,要不要买生日蛋糕和炸鸡呢?,1
Spanish,muchas piedras grandes,0
Spanish,No tengo mi diploma aquí.,0
Chinese,汉堡包比门票更贵!,1
English,The dinner is vegetarian.,0
Spanish,Iban a la carnicería cada sábado.,1
Spanish,Estoy a punto de lavar los cuchillos.,0
Italian,"Lui consiglia il pesce, ma io preferisco le cozze.",1
English,This sushi looks really tasty.,1
Chinese,西班牙语课是什么时候?,0
Chinese,下周三我将制作排骨汤。,1
Spanish,¿Dónde hay bares?,0
English,How about a cheeseburger?,1
Spanish,Mi borrador está aquí.,0
Spanish,Debes probar la merluza.,1
English,"No, this game is the least interesting!",0
Chinese,牛肉方便面,0
Italian,Quante valigie posso portare in autobus?,0
Italian,attento ai gioielli,0
Korean,저녁에 고기랑 생선을 구웠어요!,1
Chinese,我每天吃寿司!,1
Spanish,Esto es muy lento.,0
Italian,una cotoletta buona,1
English,"Oh no, what happened?",0
Italian,Forse non potrai andare in palestra domenica.,0
Spanish,"Ayer, choqué con un árbol.",0
Spanish,Quiero unos tacos para el almuerzo.,0
Korean,"여기는 어두워요, 조심해요!",0
English,sixty dollars,0
English,"I don't know, but I'll ask her.",0
Spanish,Es malo comer carne roja todos los días.,1
English,It broke when we bought it.,0
Spanish,¡Las hamburguesas llevan azúcar!,1
Chinese,你会几种外语?,0
English,"I wanted to be a princess, but the dress didn't fit.",0
Korean,비싼 커피예요.,0
English,Does the store have vegetarian ingredients?,0
English,"Your parents like chicken, right?",1
English,Where should I put the rest of the salmon?,1
Spanish,La hamburguesa no está aquí.,1
Spanish,Mejor comemos la albóndiga asada.,1
Spanish,"De todas maneras, ella ha probado comida exótica.",0
English,How many Italian soldiers were there?,0
Spanish,En mi pueblo hay más de un partido político.,0
Chinese,饺子,0
Korean,이제 불고기를 구울 거예요?,1
Chinese,寿司、日本,0
Spanish,Los teatros están cerca de tu hotel.,0
Spanish,¿Ya probaste el bistec?,1
Spanish,¡Comimos mucho pavo!,1
Italian,Il sushi è perfetto per una cena elegante.,1
English,"I'll have to write a lot of papers, won't I?",0
Chinese,经常听收音机吗?,0
Chinese,七月八号我有点忙。,0
Chinese,浅草站真的好热闹啊!,0
Italian,la pesca nel fiume,1
Chinese,体育馆前面不是六号停车场。,0
Chinese,有菜单吗?,0
Spanish,Me duele el estómago.,0
Korean,저는 고기를 잘 못 구워요.,1
Chinese,我在吃牛排。,1
Korean,유명한 고깃집이 육 분쯤 걸려요?,1
Chinese,这是美味的肉。,1
Spanish,"Antes, mis padres tenían que comer jamón con todo.",1
English,a delicious burger,1
English,We'll eat sausages when we're hungry.,1
Chinese,他想退三个杯子。,0
Spanish,"Una vez, me prometieron un postre si terminaba las verduras.",0
Korean,횟집이 벌써 닫았어요.,1
Spanish,"Mira, ¡carne!",1
Spanish,Miré ochenta veces esa película de niño.,0
Chinese,我很紧张。,0
Chinese,你打算在烤肉店吃晚饭吗?,1
Spanish,Tú serviste pescado anoche.,1
Italian,la frittata italiana,1
Chinese,我可能会吃热狗。,1
Italian,Il mio aereo decollerà domani.,0
Chinese,"太好了,我很期待龙虾!",1
Italian,Perché non provi il sushi crudo?,1
Spanish,Le compré a él una colección de novelas.,0
Chinese,我不吃生的肉。,1
Spanish,albóndigas con salsa,1
Spanish,"No conozco a muchos aquí, por cierto.",0
Spanish,Habló de doscientos problemas diferentes.,0
Spanish,¡Somos personas también!,0
Italian,"Non essere triste, è solo un documento sbagliato.",0
English,I'd like to get some seafood.,1
Korean,고기도 썰고 밥도 만들 거예요.,1
Spanish,carne con tomate,1
Korean,"아니요, 제 친구는 축구 팬이에요.",0
Korean,역사 시간에 많이 떨렸어요.,0
English,"Uncle Ben doesn't eat pork, right?",1
Spanish,¡Mi amigo ha cocinado hormiga!,1
Italian,Non so se questa carne è secca.,1
Korean,"사장님, 이것은 매운 치킨이에요?",1
Italian,Anna si annoiava a pescare.,1
Italian,entro stasera,0
Italian,Non voglio mangiare agnello oggi.,1
Italian,Abbiamo mangiato un gelato ottimo.,0
Spanish,"Probé el pescado una vez, y me encantó.",1
English,We have to cook dinner soon.,0
Chinese,兽医会检查嘴巴。,0
English,Have you ever tried salmon in an omelet?,1
English,My finger looks redder today.,0
Italian,Non posso dirglielo ora.,0
Spanish,¿Esta carne bien hecha es tuya o mía?,1
Korean,그 음식은 제가 날랐어요.,0
Chinese,请给我茶和寿司!,1
Spanish,¿Hay hamburguesas para el almuerzo?,1
Korean,"민준 씨, 회의가 오 분 후에 있어요?",0
Spanish,¿Cómo solucionamos esto?,0
Chinese,吃火腿。,1
English,"Yes, that's enough beef.",1
Italian,Perché c'è agnello nel piatto?,1
English,Let's go there tonight.,0
English,"You're from London, right?",0
Korean,"민준 씨, 제 택배는 언제 와요?",0
Spanish,"Qué pena, no les gustan sus canciones.",0
Spanish,¿Te gusta navegar?,0
English,"Two eggs, please.",1
English,He cooked a huge turkey!,1
English,"Oh no, now the meat is expired!",1
Spanish,¿Qué podemos hacer para mejorar en el futuro?,0
Spanish,Anoche comimos cordero.,1
Chinese,"博拉,今天你的头发怎么样?",0
Chinese,你煮没煮鸡蛋?,1
Korean,횟집도 역시 맛있어요.,1
English,I don't eat any pork.,0
English,Will you need much help in the kitchen?,0
Korean,한강은 정말 훌륭해요!,0
Chinese,鱿鱼是谁的?,1
Chinese,小健的仓鼠很可爱。,0
Spanish,Es muy irresponsable.,0
English,I'd like a burger too!,1
Chinese,最近猫连鸡肉都不吃。,1
Korean,남대문에서 고깃집까지 육 분쯤 걸려요?,1
Chinese,牛肉比鸡肉好吃。,1
Chinese,"民俊,你没有时间吗?",0
English,Sushi is a tasty snack!,1
Chinese,你想和我一起去著名的生鱼片店吗?,1
Italian,Ho mangiato calamari fritti a Capri.,1
Spanish,¿Son esas gambas suyas o mías?,1
Korean,이 약을 상처에 발라요.,0
Chinese,我怎么预订?,0
Korean,이것은 갈비탕이 아니에요.,0
Spanish,¿Tiene estas pastillas para el oído?,0
English,"Yes, I have a rabbit.",0
Korean,오징어는 얼마예요?,1
English,Let's check in early.,0
English,"Excuse me, where is my burger?",1
English,The steak is dry.,1
Chinese,我们先烤牛肉吧。,1
Korean,고기나 만두,0
Italian,Vorresti provare le cozze fresche?,1
English,Can I have another piece of chicken?,1
Chinese,照片竞赛好棒啊!,0
Korean,여기는 서비스가 좋아요.,0
Chinese,"不,排骨汤是韩国食物。",1
Chinese,生鱼片店在哪里?,1
Spanish,Casi siempre cocino vegano.,0
Italian,A Natale abbiamo mangiato il panettone.,1
Spanish,Me sorprendió el tamaño de las gambas.,1
English,I've been to England.,0
Spanish,El atún no me gustaba.,1
Spanish,Hace una semana comimos sushi raro.,1
English,"Ew, why are you putting honey on fish?",1
English,"Will you change the towels, please?",0
Chinese,饭和水,0
English,Are the eggs fresh?,1
Spanish,"Al final, todo se rompe.",0
English,Now cook the rest of the eggs!,1
Italian,Nessuna di voi porta uova.,1
Chinese,决定选哪条裤子呢?,0
Korean,저는 고기랑 생선을 잘 구워요!,1
Chinese,到烤肉店大约要花十五分钟吗?,1
Chinese,"是的,我也打篮球!",0
Korean,민준 씨의 약이 적어요.,0
Korean,제 딸은 불고기를 제일 잘 먹어요!,1
Korean,민준 씨는 고기를 잘 구워요?,1
Chinese,寿司比薯片健康。,1
Italian,mangiare prosciutto,1
Chinese,好吃的鱼,1
Italian,Perché vuoi comprare qualcosa con un buco?,0
Italian,Ho mangiato calamari freschi a Capri.,1
Chinese,每年在姐姐家有派对。,0
Chinese,"哇,这家超市的肉很新鲜!",1
Korean,저는 치킨이랑 파스타를 좋아해요.,1
Spanish,alumno creativo,0
English,Are the eggs good?,1
Korean,닭고기 요리를 얼마나 자주 먹어요?,1
Spanish,¡Ayúdame!,0
Chinese,"是的,我来自巴西。",0
Chinese,我做饺子吧!,1
Spanish,"Cuando era niño, solo comía pollo bien cocido.",1
English,I'm going to see the doctor on Monday.,0
English,"Your mom eats meat, right?",1
English,I'd like a beef sandwich.,1
English,The ship was huge!,0
Korean,감자 수프에 지금 고기를 넣을 거예요?,1
English,How much is the meat?,1
Chinese,"安娜,我们今天吃鱼吗?",1
English,You love me.,0
Chinese,先把车停在停车场。,0
English,Here is the address of the museum.,0
Chinese,我们在电梯旁边等吧!,0
Chinese,下次你想不想去钓鱼?,1
Korean,아기는 혼자 낮잠을 잘 수 있어요?,0
English,"Could you pass the cheeseburgers, please?",1
Chinese,最近没有很多新的工作机会。,0
English,"Sorry, am I too loud?",0
Chinese,有各种各样的生鱼片。,1
Spanish,No hiervo nada ahora.,0
Chinese,你应该少喝咖啡。,0
Italian,"Il bagno è terribile, nessuno lo pulisce.",0
Spanish,bistec perfecto,1
Chinese,这个音箱也是无线的吗?,0
Italian,I tuoi amici ti danno regali spesso?,0
Chinese,我们坐在入口附近的座位吧!,0
Korean,반창고를 머리랑 손에 붙였어요.,0
English,Did you go to the protest?,0
English,"Oh, good!",0
Spanish,"Cuando cambiamos de tema, todos se relajaron.",0
Spanish,La música es bastante fuerte.,0
Italian,Non mettere i sandali oggi.,0
Spanish,¿Tú qué opinas de eso?,0
Spanish,"¡Socorro, no podemos movernos!",0
English,I'll make a campfire when we arrive.,0
English,I want chicken for dinner.,1
Chinese,西红柿沙拉,0
Korean,이것은 정말 재미없는 게임이에요.,0
Chinese,您要不要吃杂菜或者排骨汤?,1
English,Where is the meat in this store?,1
Chinese,公园、花园,0
Spanish,Le interesa mucho el arte.,0
Chinese,炸鸡和啤酒,0
Spanish,la atracción del centro,0
Chinese,韩式排骨汤是一道韩国菜。,1
Chinese,有各种各样的花。,0
Chinese,牛肉有点......,1
Chinese,我们在礼品店买明信片吧!,0
Spanish,"Cuando era niño, el atún me parecía horrible.",1
Spanish,¡Necesito carne y huevos!,1
Spanish,El príncipe no se siente casado.,0
Italian,C'è un problema con i gamberi.,1
English,I've never drunk wine.,0
Italian,Mi piace molto il salame piccante.,1
English,The closet door was closed.,0
Chinese,我没研究过历史。,0
Korean,이 싱싱한 생선은 누구 거예요?,1
Spanish,"Qué pena, no le gusta la carne de cerdo.",1
Italian,causare problemi,0
English,I always grill fish for dinner on vacation.,1
Spanish,una canción bonita,0
English,Will you spend time with me?,0
Spanish,Nos conocían bien en la carnicería.,1
Chinese,我们在汉堡店见面。,1
Chinese,别喝客人的拿铁。,0
Spanish,El pollo hervido es sano.,1
