language,text,true_label
English,My son likes tennis a lot.,1
Spanish,"Sí, mi novia nada a menudo allí.",0
Spanish,Mi hijo es ciclista.,1
Chinese,"孩子也吃得很好,饮食均衡。",0
Chinese,"因为孩子的腿长,所以裤子有点短。",0
English,Is that glass or plastic?,0
Spanish,Mi hija es graciosa.,1
English,This is my son Max.,1
Italian,"Nel passato, mio figlio era molto timido.",1
Chinese,我给女儿送了平板。,1
Italian,Mi lavo sempre dopo la palestra.,0
English,The next bus is at noon.,0
Chinese,"喂,你几点回来?",0
Spanish,¡El cumpleaños de la abuela es en marzo!,0
English,My wife has always been thin.,0
English,My wife is Chinese.,0
Italian,Non sono sicuro di capire questa esperienza.,0
Korean,여기는 서울이에요?,0
Korean,보라 씨는 늦었어요?,0
Italian,Hai almeno un'idea per il volontariato?,0
Spanish,¿Viste el gorro del ladrón?,0
Chinese,"我的女儿超爱你的花园,因为它很大。",1
English,"Oh, my son also likes green bananas!",1
English,My children will not sleep tonight!,1
Korean,제 딸은 의사예요.,1
Chinese,秋天和女儿儿子去京都。,1
Chinese,我的儿子和女儿犯错误了吗?,1
English,"I love you too, mom.",0
Korean,저는 지금 전철역 앞에 있어요!,0
Chinese,我的男朋友会在那里。,0
Spanish,Mi hijo quiere un vaso de agua.,1
English,I need two green hats.,0
Korean,"이런, 이제 재채기도 나와요.",0
Chinese,你来自中国吗?,0
Spanish,Yo tengo un hijo.,1
Korean,아들이 우유를 싫어해요.,1
Spanish,Bailo con una mujer japonesa.,0
Chinese,每天都是一样的谷物片。,0
Italian,Il tuo dinosauro è più lungo del mio.,0
Italian,Il nuoto mi ha aiutato a fare amici.,0
Korean,한국어 단어를 잘 알아요?,0
English,I play baseball after school.,0
Korean,나는 올해 열네 살입니다.,0
Spanish,Mis hijos no usan uniforme.,1
English,"This year, my son will be living with his father in January, April, and October.",1
English,for the holidays,0
Spanish,"Sí, yo bailo salsa con mi novio.",0
English,My children also have blond hair.,1
English,my child,1
Spanish,¿Usted es la profesora de mi hija?,1
Italian,Mia figlia non ha paura dei cani ora.,1
Chinese,我不要这些旧衣服。,0
Spanish,"Sí, estoy esperando a mi hijo.",1
Italian,Vivevo in una zona centrale della città.,0
Chinese,我和我的孩子住在首尔。,1
Italian,Questo orso è il mio preferito.,0
Chinese,女儿非常喜欢游泳池。,1
English,"My wife is from Paris, so I am taking French classes.",0
English,Do they ever go hiking in the mountains?,0
Chinese,"儿子,你需要帮助吗?",1
Chinese,星期一也工作。,0
Chinese,我女儿真的很高兴。,1
Spanish,Los perros comen los animales muertos.,0
Spanish,Mi hijo va en moto a la universidad.,1
English,"No, my son is not a lawyer.",1
Chinese,她应该多运动。,0
English,This woman is my wife!,0
Spanish,"Ay, ¿dónde está mi vestido?",0
Italian,Conosci una buona babysitter per stasera?,1
Chinese,那家医院贵吗?,0
Spanish,¿Dónde está mi cartera?,0
Korean,"민준 씨, 어디에 급하게 가요?",0
Chinese,在学校学习。,0
Spanish,Mi novia es simpática.,0
Chinese,我的女儿很有趣。,1
Spanish,"Sí, mi papá es serio, como yo.",0
Spanish,Yo tengo una hija.,1
Spanish,No quiero una camisa porque quiero una falda.,0
Korean,언니도 한복을 입을 거예요?,0
Chinese,我的孩子,1
Korean,저는 딸이 있어요.,1
Chinese,饭,0
English,Our children aren't very interesting.,1
Spanish,¿Ahora tiene dolor en el brazo?,0
Chinese,谢谢你来看宝宝。,0
Spanish,¿Un hombre sin barba?,0
Spanish,¿La revisó el médico?,0
Chinese,我女儿滑雪滑得不错。,1
English,Lee will send an email to Lisa.,0
Spanish,Mis hijos tienen los ojos azules.,1
Spanish,¿Quién va a traducir de inglés a francés?,0
Italian,Mio figlio ha un problema con il dito.,1
English,My daughter is in the toy store.,1
Chinese,"因为是便宜的套餐,所以我决定选这个。",0
Chinese,"我有一个儿子,他住在巴黎。",1
Spanish,Ahora tenemos once nietos.,0
English,My child feels sick a lot.,1
Spanish,"De niñas, soñábamos con tener un caballo.",0
Spanish,Mi hija me enseña flamenco.,1
English,London,0
Chinese,"不,她有三节课。",0
Italian,Ho bisogno di un appuntamento per l'influenza.,0
Italian,un tostapane moderno,0
Korean,아기를 보러 와줘서 고마워요.,1
Chinese,我儿子不穿蓝色的衣服。,1
Spanish,"Pero, ¿tienes el programa ya?",0
Italian,I miei figli adorano i cereali al cioccolato.,1
English,a spoon and a fork,0
Italian,Lei è sempre molto generosa con i regali.,0
Spanish,"Sí, mis padres son de Alemania.",0
Spanish,¡Mi vestido!,0
Korean,남편이 커피를 만들어요.,0
English,Principal Luke Jones,0
English,a white ambulance,0
Spanish,Mi hija es tímida.,1
English,My husband works opposite the police station.,0
Spanish,¿Puede revisar el GPS?,0
Chinese,你觉得这朵玫瑰怎么样?,0
English,I swam in the sea more often than my husband did.,0
Korean,이제 여자 친구의 기분이 좋아요!,0
English,"No, Max, pancakes are not healthy!",0
English,"Kids, be quiet in the post office!",1
English,My son played golf all day.,1
Spanish,Mi hermano corre tan rápido como mi primo.,0
Spanish,Laura es mi hija.,1
Spanish,Mi prima y yo tenemos quince años.,0
English,"Look, cheap drinks!",0
Spanish,"A veces, mi hija come aquí al mediodía.",1
Chinese,"喵先生,你害怕这个箱子吗?",0
Korean,간호사가 제 아이를 불러요.,1
Chinese,"妈妈,现在九点半。",0
Spanish,"En la sinagoga, celebramos muchas fiestas.",0
Spanish,Mi hijo es simpático.,1
Spanish,No entendí el brindis.,0
Italian,Questo gioco è solo un poco noioso.,0
English,There aren't many businesswomen like me.,0
Chinese,喵先生也是棒球迷吗?,0
Chinese,那家蛋糕店怎么样?,0
Chinese,"昨天我去见了女朋友,让她心情好一点。",0
Italian,"Non ti riposi abbastanza, figlio mio.",1
Chinese,安娜与宝拉迟到了十分钟!,0
Chinese,苹果、橙子,0
Spanish,El baile empezó hace cinco minutos.,0
Korean,제 아들도 우유를 안 좋아해요.,1
Chinese,"我的女儿很高兴,因为我有一个花园。",1
Korean,제 아들은 오늘 정말 조심했어요!,1
Chinese,我女儿钢琴弹得不好。,1
Spanish,Mis hijos son inteligentes.,1
English,I have two children and a dog.,1
English,"Sorry, my kids are making noise.",1
Chinese,王经理非常喜欢点菜。,0
Spanish,"Él dice que no miente, pero no estoy seguro.",0
Korean,"아니요, 저는 대학생 딸이 있어요.",1
Spanish,Mis hijos viven lejos de la naturaleza.,1
Spanish,Esa tienda de ahí vende pollos asados.,0
Chinese,他有一个新订单。,0
Chinese,"是的,我的儿子总是很风趣。",1
Spanish,Yo solamente tengo un hijo y una hija.,1
Italian,Il medico dice che il cuore va bene.,0
Chinese,我的儿子是学生。,1
Italian,Luca sta leggendo a casa.,0
Chinese,我儿子今天真的很小心!,1
Italian,Chiamo il babysitter perché esco.,1
Spanish,¿Tú siempre eres sociable?,0
Chinese,"我有一个儿子,他很风趣。",1
Spanish,¡Yo tengo una hija!,1
Spanish,Esta enfermera es muy simpática.,0
Spanish,"Hola, quiero un café.",0
Spanish,Nosotras cantamos en este teatro.,0
Italian,Ho venduto molti biglietti per aiutare.,0
English,My son is very tall.,1
Korean,제 딸은 글을 아직 못 읽어요.,1
Spanish,"Sí, mi hijo es gracioso.",1
Korean,낮 열 시 이십 분에 회의가 있어요?,0
Korean,"네, 저는 열세 살이에요.",0
English,Do you mind if I bring my kids?,1
Spanish,"En realidad, yo tengo un hijo y una hija.",1
Italian,"Mio figlio preferisce una merenda dolce, così è più felice.",1
Korean,제 아들은 주스도 안 마셔요.,1
Italian,"Da bambino, mio figlio non completava mai i compiti.",1
Italian,una canzone rap,0
Italian,I miei figli si lavano da soli.,1
Italian,Non mi piace assaggiare i formaggi.,0
Spanish,Mis hijos hacen ejercicio.,1
English,My wife often swims.,0
Chinese,我有两个新老师。,0
English,"Yes, my wife is tall.",0
English,How many classrooms are in this hall?,0
Italian,una vecchia ciotolina,0
Spanish,Mi hijo quiere un hermano.,1
Korean,이번 주 숙제를 모두 마쳤어요!,0
Chinese,我儿子不喜欢蓝色的球!,1
Spanish,"Sí, yo tengo un hijo.",1
Korean,산에서 지내고 싶어요.,0
Spanish,¡Porque nuestra maestra es excelente!,0
Chinese,我的孩子很喜欢玩具娃娃。,1
English,My children always want new clothes!,1
Italian,Il mio visto arriverà presto.,0
English,I often cook chicken.,0
English,The sky looked dark.,0
Korean,보라 씨는 선물 가게를 좋아해요?,0
Spanish,Él me envía flores cada semana porque es romántico.,0
Spanish,mi tarea,0
English,They stole my son's bike!,1
English,My son didn't like the dragon.,1
English,My kids live in Japan.,1
Spanish,¿Otra vez?,0
Spanish,Jamás lo vi tan oscuro como aquí.,0
Chinese,那个教学楼旁边是医院。,0
Chinese,我女儿是韩语老师。,1
Korean,제 딸의 귀,1
English,Will I need a swimsuit?,0
English,Did you shut the doors?,0
Korean,민준 씨의 기숙사에 편의점이 있어요?,0
Chinese,我和女儿马上回家。,1
Chinese,我的老公常常吃中国菜。,0
Spanish,Es importante regar cada día.,0
English,I eat breakfast with my son.,1
Chinese,"是的,我会和米饭一起吃鱼!",0
Korean,아이도 음식을 골고루 잘 먹어요.,1
Chinese,我们想再生一个孩子。,1
Chinese,迎新会到几点?,0
English,My kids love visiting the post office.,1
Chinese,我的儿子还不会打网球。,1
Italian,La babysitter arriva presto stasera.,1
Spanish,"En realidad, yo tengo una hija.",1
Korean,저는 책을 많이 읽고 싶어요.,0
Chinese,天气,0
Korean,제 아들은 테니스를 아직 못 쳐요.,1
Spanish,¿Qué trajiste para el Año Nuevo?,0
English,His main point is simple.,0
Korean,아이가 학교에서 우산을 잃어버렸어요!,1
English,Who's planning the trip next month?,0
English,We have two beautiful sons.,1
English,My baby is happy today.,1
Chinese,我女儿跑步跑得很快!,1
Korean,제 아기는 아직 책을 못 읽어요.,1
Italian,I miei figli si lavano sempre prima di dormire.,1
English,My children are playing upstairs.,1
Chinese,"妈妈,我想吃冰淇淋。",0
Korean,와인을 사고 선물을 가져갈 거예요.,0
Chinese,我的儿子常常吃零食。,1
Chinese,我的儿子也喜欢韩文书店。,1
Spanish,Vimos películas hasta tarde.,0
Italian,Trovateci un ufficio di cambio.,0
Spanish,Él es mi hijo también.,1
English,"Your friends like sports, right?",0
Spanish,¡Yo tengo un hijo!,1
Spanish,Mis hijos me compran un pastel.,1
English,I have two children.,1
English,a funny sentence,0
Chinese,你要盐吗?,0
English,This is my baby.,1
Spanish,La ingeniera trabaja los lunes.,0
English,My daughter is busy with the baby.,1
Italian,I miei figli amano fare merenda nel pomeriggio.,1
Chinese,我周末看棒球。,0
Korean,제 아이의 배가 아파요.,1
Chinese,我们的宝宝长大了很多。,1
Chinese,我得去换钱。,0
Korean,형을 만나러 식당에 가요.,0
Korean,제 아이는 귀가 자주 아파요.,1
Korean,제 아들은 피아노를 아직 못 쳐요.,1
Chinese,"洗几个土豆,女儿!",1
Italian,Mio figlio ha l'influenza.,1
Chinese,"女儿,多洗几个杯子。",1
Italian,"Non voglio togliere le candele, sono belle.",0
Italian,I miei figli fanno merenda alle quattro.,1
Chinese,数学课本很无聊。,0
Chinese,我的儿子是老师。,1
Korean,아기가 백설기를 잘 먹어요.,1
Spanish,Mi gemelo siempre pierde cosas.,0
English,"Yes, my wife is beautiful!",0
Korean,제 딸은 예쁜 고양이 캐릭터를 골랐어요.,1
Spanish,un bolso,0
Chinese,我称赞了男朋友的美味巧克力。,0
Chinese,我女儿在五月会满七个月。,1
Spanish,"Mi hijo es muy atlético, ¿no crees?",1
English,Let's buy a bag of potato chips.,0
English,He is my son.,1
English,My wife's lullabies make our baby stop crying.,1
English,How did the police prove that he was involved in the crime?,0
Korean,제 딸은 피아노를 잘 못 쳐요.,1
English,My children are playing on the beach.,1
Chinese,我的孩子会韩语。,1
English,These weights are heavy!,0
Chinese,酱汁在酸奶的右边。,0
English,"You were a drama teacher, right?",0
Chinese,台湾的冬天很暗吗?,0
Chinese,我经常和女儿一起吃冰淇淋。,1
Korean,국어 질문을 모두 마쳤어요?,0
English,We have gone to all our children's events.,1
Chinese,"飞机十二点起飞,对不对?",0
English,My wife is a sweet woman.,0
Chinese,秋天和儿子做瑜伽。,1
Spanish,Poner jengibre en la sopa es delicioso.,0
Chinese,课十点左右开始。,0
Italian,Possiamo perdere il contratto se non miglioriamo.,0
Spanish,"Sí, ¡yo tengo una hija!",1
Chinese,我爸爸是个勤劳的人。,0
Italian,Nessuno deve toccare i miei giocattoli.,0
Chinese,我听过三遍这首主题曲。,0
Korean,저는 더 짧은 치마를 원했어요.,0
English,"I need a dress, but the dresses here are expensive!",0
English,"No, my parents are not from France.",0
Spanish,"¡Hola, bienvenido!",0
Spanish,Mis padres son españoles.,0
Italian,Mio nonno viveva esattamente nel centro di Roma.,0
Spanish,Ellos quieren que yo sea padre.,0
Spanish,Hay animales peligrosos aquí.,0
English,Matches are not played on Mondays.,0
English,We love our children.,1
Chinese,附近有图书馆。,0
Korean,형이랑 여동생이 실수했어요!,0
Chinese,我儿子不太吃水果。,1
English,My kids love to climb!,1
Chinese,"不,我读杂志。",0
Spanish,Demasiada cafeína no es buena para dormir.,0
Chinese,"是的,我女儿很高兴。",1
Spanish,Yo vivo con mi mamá.,0
Chinese,我们举办了宝宝的百日宴。,1
Chinese,她女朋友赚得不少!,0
Chinese,我的女儿不能安静地走路。,1
Chinese,"我不但当过老师,而且当过教授。",0
Spanish,Y mi sobrino es fuerte porque practica fútbol.,0
Spanish,Nuestros hijos son morenos.,1
Spanish,"Sí, mi novia es tímida.",0
Italian,Perché il babysitter è in ritardo?,1
English,When will my grandchildren receive this?,0
Italian,"Sei in ritardo, esci immediatamente.",0
English,How long will you be in Australia?,0
Chinese,你喜欢什么运动?,0
Korean,제 아들이 감기에 걸려서 약을 줄 거예요.,1
Spanish,Hoy almuerzo con mis hijos.,1
Italian,tante caramelle,0
English,My daughter does ballet at the rec center.,1
Spanish,"Mira, mi sobrino es lindo, ¿verdad?",0
English,Everything looks yummy!,0
Spanish,Mi hijo es tímido.,1
Chinese,宝宝在十一月去幼儿园。,0
Chinese,"请问,书店在哪里?",0
Spanish,Mi hija es simpática.,1
