language,text,true_label
Spanish,Estos son mis nietos.,1
English,I was a receptionist in two thousand seven.,0
Korean,저런 말은 사용하지 마세요.,0
Chinese,我和妻子在冰箱前跳舞。,0
Spanish,Diego y mi novia trabajan juntos.,0
Korean,제 손주가 언제 이것을 받을까요?,1
Spanish,¿Cuántas personas hay aproximadamente?,0
Chinese,有新的被褥。,0
Italian,Sto inviando questo ai miei nipoti.,1
Italian,"La sera, si guarda sempre un film.",0
Korean,보라 씨도 심심해요?,0
English,Do I need a cover letter or something?,0
Korean,마트에서 싱싱한 오징어를 팔아요.,0
Spanish,Mis nietos juegan mucho.,1
English,I'm a great-grandparent!,1
English,Do you ever go skiing?,0
Spanish,Adiós,0
English,My grandchildren live in Australia.,1
English,Whose poster is this?,0
Spanish,"Hace dos días, encontré mi vestido anaranjado para la boda.",0
Italian,Eravamo felici di conoscere la nostra prima nipote.,1
Chinese,书架上有七本书。,0
Spanish,Jamás he sido un ladrón.,0
Italian,La dottoressa dice di controllare la pancia ogni giorno.,0
Chinese,民俊努力地洗衣服。,0
Italian,Questo orso è il mio preferito.,0
Chinese,"我超爱我的女朋友,因为她很有趣。",0
English,Max is a nurse.,0
English,"This man is not my boyfriend, he is my husband!",0
Chinese,喵小姐不喜欢鼓。,0
Chinese,泰国的米饭特别好吃。,0
Chinese,"爸爸,我不想吃早饭。",0
Spanish,El menú del día parece saludable.,0
Spanish,Los nietos corren más rápido que yo.,1
English,They're my grandchildren.,1
Chinese,"是的,我每天晚上十二点左右睡觉。",0
English,"According to the president, the war is over.",0
Spanish,Mi amigo conoce a un camarero.,0
Italian,Mia nuora e mio figlio hanno due cani.,1
Chinese,银行有免费的茶。,0
Spanish,Tu recuperación es increíble.,0
Korean,파나마에서 칠월까지 방학이에요.,0
Chinese,李经理有秘书吗?,0
Spanish,¿Cuál de estos vestidos?,0
Chinese,孙子们跑得比我快。,1
Spanish,"Mira, mi sobrino es lindo, ¿verdad?",0
Spanish,Mis amigos tienen dieciocho años.,0
Spanish,¿Cuáles son mejores para el invierno?,0
Korean,민준 씨의 아기는 잘 뒤집을 수 있어요?,0
Chinese,我的男朋友来自博洛尼亚。市中心非常可爱!,0
Korean,우리는 우리의 첫 번째 손녀를 만나게 되어 기뻤어.,1
Chinese,"波拉,这个拉面咸吗?",0
English,"Excuse me, is the exit upstairs?",0
Spanish,"La decisión fue difícil, pero necesaria.",0
Chinese,我们是男孩。,0
Spanish,"Por suerte, tengo dos entradas.",0
Spanish,Poner jengibre en la sopa es delicioso.,0
Chinese,我的学校很老。,0
English,"Unemployment is increasing, and our president doesn't care!",0
Spanish,Nuestro hijo y su mujer tuvieron que mudarse.,1
Spanish,Necesito una falda también.,0
Italian,Questo è un regalo per i miei nipoti!,1
English,It was our granddaughter's 20th birthday.,1
Chinese,"哥哥,吃得很饱,谢谢!",0
Chinese,我晴天的日子会打棒球。,0
Spanish,Es lenta y aburrida.,0
English,Our grandsons were playing outside for hours.,1
Spanish,Hablo con el técnico.,0
Spanish,Mis nietos son muy altos.,1
English,Please sweep the porch in the afternoon.,0
Chinese,"这是我们部门的经理,赵小月。",0
Italian,La ministra è molto popolare nel suo paese.,0
Italian,quel barista famoso,0
Korean,제 손주는 호주에 살아요.,1
Chinese,"嗨,早上好!",0
Spanish,Pasé la pelota con fuerza.,0
Italian,Oggi i nipoti hanno molta tecnologia.,1
English,"My husband is a pilot, so I travel a lot.",0
Italian,il cimitero grande,0
Spanish,A mi papá le gustan las flores.,0
Spanish,Vi a mamá con los platos.,0
Korean,언니는 언제 한복을 입을 거예요?,0
English,"Yes, Sofia is strange, but she is my wife!",0
English,My seat is between Sara and Emma.,0
Spanish,"No, mi novio entrena solo.",0
English,"Yes, the boss is ready now.",0
Spanish,"Ayer, te encontré la camiseta, gemelo.",0
Chinese,"我以前有男朋友,现在单身了。",0
English,I immediately started crying.,0
Korean,가을에 아내랑 공원 길을 함께 걸었어요.,0
English,What did the detective say?,0
English,crimes in the city,0
English,My girlfriend and I go running together every day.,0
Spanish,Mi esposa es tímida.,0
Spanish,La revolución,0
Spanish,Mis vestidos,0
English,When is it going to rain?,0
Spanish,¿Qué necesitas para la clase de arte?,0
Chinese,我的男朋友是工程师。,0
Korean,에이미는 우리 손녀야.,1
Chinese,洗手间很干净。,0
Spanish,Le voy a preguntar a mi amigo sobre su horario de mañana.,0
Spanish,Los parques están cerca de aquí.,0
Spanish,Me gusta el pescado hervido.,0
Italian,Sono anziana e ricca.,1
English,I'm happy to breathe easily again!,0
Chinese,"奶奶,那是一种异国香料。",0
Chinese,我鼻子长得像我母亲。,0
Chinese,"我身体不舒服,也不饿。",0
Italian,I miei nipoti giocano molto.,1
Chinese,我和姐姐想去朋友家。,0
Chinese,哪些城市特别热闹?,0
Spanish,¿Es ese olor de las comidas típicas?,0
Korean,우리 아들과 그의 부인은 이사해야 했습니다.,1
Chinese,"是的,白色的外套在这里。",0
Korean,내 손자들은 나를 사랑해요.,1
Chinese,"我没胃口,所以我老公煮了粥。",0
Spanish,"Lo siento, señor.",0
English,We are new students.,0
English,They are my grandsons.,1
Chinese,先洗手!,0
Spanish,¿Y nuestras calificaciones?,0
Korean,우리 손녀가 아주 좋은 사진을 몇 장 찍었어.,1
Spanish,Estoy viudo y a veces me siento solo.,1
Spanish,Este vendedor tiene infusiones.,0
Chinese,他们穿白色的内裤。,0
Chinese,你姐夫是怎么决定职业的?,0
Spanish,Mi proyecto no me hizo millonario.,0
Italian,I miei nipoti erano più timidi da bambini.,1
Chinese,我和丈夫一起在沙发上小睡。,0
Italian,"Non posso comprare la tigre, ma mi piace.",0
Chinese,我和男朋友一起学习。,0
Italian,Nostra nipote ha fatto delle foto fantastiche.,1
Spanish,Creyeron que el informe no mintió.,0
Chinese,我的孙子们玩得很多。,1
Spanish,No necesito afeitarme el cuello hoy.,0
Spanish,Mi abuela es tímida.,0
Spanish,Mi novia es graciosa.,0
Spanish,¿Lleva queso y duraznos?,0
Italian,Non li voglio nel mio piatto.,0
English,I am the oldest woman in my family.,1
Korean,80살인 것이 제가 아픈 이유예요!,1
Spanish,Vimos películas hasta tarde.,0
Korean,버스를 놓쳐서 늦었어요.,0
Korean,그 고등학생은 유명해요.,0
English,the forest near the lake,0
Spanish,"Sí, mis padres son de Alemania.",0
Italian,I miei nipoti vivono in Australia.,1
Korean,난 나이가 많고 부자야.,1
Italian,I miei nipoti hanno paura dei fantasmi.,1
Italian,Pallanuoto aiuta molto a fare nuovi amici.,0
Italian,Invio sempre biglietti di auguri ai miei nipoti.,1
Italian,Le dico che i miei coinquilini sono rumorosi.,0
Spanish,Mi gemelo siempre pierde cosas.,0
English,My wife is not much happier.,0
Chinese,你哥哥上班需要十分钟吗?,0
English,Should we offer a vegetarian option or not?,0
English,"I'm wearing high heels, and my feet are killing me!",0
Italian,Voglio imparare l'alfabeto italiano.,0
Spanish,"Desafortunadamente, mis nietos viven lejos.",1
Korean,민준 씨의 텐트는 여기에 있어요.,0
Chinese,面包很热。,0
Spanish,Mi hermano es cocinero.,0
Korean,"튼튼한 미니밴이에요, 감사합니다.",0
Spanish,mi tarea,0
Chinese,我是波拉。,0
English,I am Lisa.,0
Italian,Amo raccontare storie del passato ai miei nipoti.,1
English,black speakers,0
English,We'll finish the report tomorrow.,0
Korean,이제 여자 친구의 기분이 좋아요!,0
Spanish,"Bueno, mi esposa siempre hace ejercicio.",0
Spanish,La falda es mía.,0
English,This is a present for my grandchildren!,1
English,"We would like a bottle of water, please.",0
English,"When your mom and I got married, we didn't want to have a busy honeymoon. We just wanted to go somewhere nice and peaceful.",0
Spanish,A mi mamá le gustan las frutas.,0
Spanish,No estoy seguro de dónde doblar.,0
Chinese,宝拉先生的爸爸是律师吗?,0
Chinese,我想准备一个语言项目。,0
Korean,우리 손녀의 20번째 생일이었어.,1
English,My husband is home with our kids right now.,0
English,I'm helping with the filming so I can borrow my uncle's camera.,0
Korean,갈색 양복,0
Chinese,田中先生是中国人。,0
Chinese,"我的妻子害怕,想要另一间房间。",0
Spanish,¿Comes fruta?,0
English,"Hi, I am Max.",0
Chinese,"你好,我叫李天美。",0
Korean,손주들은 보통 사이좋게 지내.,1
Chinese,现在我们有三个女儿和九个孙子。,1
Chinese,哥哥什么时候去学校?,0
English,I'm old and rich.,1
Chinese,可惜我的孙子住得很远。,1
Italian,Mio genero ama l'arte.,1
Spanish,Ahora tenemos tres hijas y nueve nietos.,1
Korean,아기가 백설기를 잘 먹어요.,0
Chinese,"糟糕,我还没复习好历史。",0
Korean,나는 손자가 열두 명 있어!,1
Spanish,¿Tu mamá y tu novia son de Alemania?,0
English,Does the dishwasher work?,0
Korean,우리는 우리의 손자를 사랑합니다.,1
English,My wife woke up before me yesterday.,0
English,Is watching TV bad for you?,0
English,I paid a lot.,0
Chinese,爸爸和妈妈是在公园里第一次见面的。,0
Korean,우리 손자들은 몇 시간 동안 밖에서 놀고 있었어.,1
Italian,Amiamo i nostri nipoti.,1
English,I was walking to work when the storm started.,0
Chinese,妈妈每天去药店。,0
Korean,여자 친구가 초콜릿을 정말 좋아해서요.,0
Chinese,我的孙子们爱我。,1
Chinese,丈夫用红色球和猫一起愉快地玩。,0
Spanish,Mis compañeros son buenos también.,0
Italian,I miei nipoti si lavano mentre cantano.,1
Spanish,El sostén no es de mi talla.,0
English,"I'm tired, so I'll order an espresso.",0
Spanish,Yo vivo solo aquí.,0
Spanish,Estoy parado y me duele la espalda.,0
English,My grandson sometimes watches TV with his boyfriend.,1
English,"Yes, my wife likes American food.",0
Chinese,我爸爸经常锻炼。,0
English,Your grandma and I had a long-distance relationship.,1
Spanish,"Sí, mi novia es tímida.",0
English,Tom is not going to fly with us.,0
Italian,I miei nipoti sono molto alti.,1
Chinese,我叫爱丽丝。,0
Korean,나의 손주들은 매우 크다.,1
Chinese,秋天我和妻子一起在公园散步。,0
Chinese,我每天早上吃八个鸡蛋。,0
Korean,부지런한 형,0
Korean,안타깝게도 내 손자들은 멀리 살고 있습니다.,1
Korean,내 손주들은 내가 가지고 있었던 것보다 더 많은 장난감을 가지고 있다.,1
Chinese,姐姐什么时候穿韩服?,0
Italian,Avere 80 anni è il motivo per cui ho dolore!,1
Chinese,我们的儿子和他的妻子必须搬家。,0
Italian,"Anche se perdo, mi diverto sempre con gli amici.",0
Italian,I nipoti corrono più veloci di me.,1
Chinese,"我叫里奥,你呢?",0
Chinese,"我女朋友最喜欢吃辣炒年糕,所以我现在在等她。",0
Korean,지금 우리는 셋의 딸과 아홉의 손자를 가지고 있습니다.,1
Spanish,Mi mamá va a la farmacia todos los días.,0
English,This is a sandwich.,0
Korean,전 이것을 제 손주에게 보내고 있어요.,1
Spanish,¿Qué hiciste tú el primer mes del semestre?,0
Chinese,爷爷的护照在那边!,0
Chinese,我们爱我们的孙子。,1
Spanish,Nosotros amamos a nuestros nietos.,1
English,Will I need a swimsuit?,0
English,Being 80 years old is the reason I'm in pain!,1
English,She wasn't in the kitchen.,0
English,"Where are your pants, Tom?",0
Korean,저는 항상 손주에게 카드를 보내요.,1
English,I need scissors and a pencil for the art class.,0
Chinese,我爸爸的腿经常疼。,0
English,We had a picnic and watched the ducks.,0
Chinese,星期天下午我通常和丈夫一起打扫房间。,0
English,I am drawing a map.,0
Chinese,"你好,我是山姆。",0
Chinese,你已经可以翻身了吗?,0
Korean,영수증을 잃어버렸어요.,0
English,We were glad to meet our 1st granddaughter.,1
Chinese,要不要坐公交车到东京站?,0
English,My husband has tried a lot of rare food in his life.,0
Chinese,我不要这些旧衣服。,0
Spanish,"¡Mamá, Alex bebe mi jugo!",0
Chinese,我的丈夫说英语。,0
Italian,tutto pulito,0
Spanish,Mi abuela está feliz en la fiesta.,0
Chinese,"你好,我是健!",0
Italian,L'istruttrice mi aiuta ogni mattina.,0
Chinese,我和哥哥在公园摔倒了。,0
Korean,오늘 병원에 간호사가 적어요.,0
English,The parking lot is almost full.,0
English,His main point is simple.,0
Spanish,Mi esposa también está bien ahora.,0
Spanish,¡Tengo muchos juguetes!,0
Italian,Hai almeno un'idea per il volontariato?,0
Spanish,un bolso,0
Spanish,Me duele la cabeza.,0
English,"Hi, my name is David.",0
English,My wife likes to swim.,0
Chinese,"你好,我的名字是民俊。",0
Korean,여기는 서울이에요?,0
Chinese,我的孙子们拥有比我曾经拥有的更多的玩具。,1
English,When was the interview?,0
Chinese,我还没准备好下个考试!,0
Spanish,"Sí, yo tengo mi cartera y mi reloj.",0
Chinese,我每天都骑自行车。,0
Spanish,Voy a venir de nuevo para el cumpleaños de mi abuela.,0
Chinese,我女儿生病了。,0
Chinese,我和丈夫在床上听音乐。,0
Chinese,孙子们吃糖果比吃水果多。,1
Chinese,明天是我的结婚纪念日。,0
Spanish,No entendí el brindis.,0
Spanish,un plan económico,0
Spanish,Este año estoy demasiado frustrada.,0
Italian,I miei nipoti hanno più giocattoli di quanti ne avessi io.,1
English,Why are we sitting by these students?,0
Italian,Era il ventesimo compleanno della nostra nipote.,1
English,for the holidays,0
Chinese,她在农村长大。,0
Korean,손주들은 과일보다 사탕을 더 많이 먹어요.,1
Spanish,Los problemas de mis padres no son mis problemas.,0
Italian,un'anziana sola,0
English,We can find the phone number later.,0
Spanish,Mi esposa no quiere más oro.,0
English,My girlfriend is a smart woman!,0
Spanish,Ahora tenemos once nietos.,1
Chinese,我老公每天都加班。,0
Chinese,"早上好,欢迎!",0
Spanish,Mis nietos me aman.,1
